,OBJECTID,REFVAL,ADDRESS,PROPOSAL,STATUS,DECISION,DEC_DATE,SHAPE.AREA,SHAPE.LEN,OBJECTID_1,StartYear,Postcode
5599,182634,13/04317/F,133 Broad WalkBristolBS4 2RT,Erection of 1 no. detached self-contained dwelling house.,GRANTED subject to condition(s),GRANTED subject to condition(s),889330688.0,0,0,182634,13,BS4 2RT
5603,182644,13/04910/H,6 Salcombe RoadBristolBS4 1AH,Proposed two storey side and rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-640836608.0,0,0,182644,13,BS4 1AH
5613,182671,13/02069/A,316 - 318 Wells RoadKnowleBristolBS4 2QG,"1no. Internally illuminated fascia sign, (text only to illuminate). 1no. Internally illuminated projecting sign, (text only to illuminate).",GRANTED subject to condition(s),GRANTED subject to condition(s),-1752734720.0,0,0,182671,13,BS4 2QG
5617,182678,13/02105/X,241 Redcatch RoadBristolBS4 2HQ,"Variation of condition number 12 (list of approved plans and drawings) for planning permission 11/03154/F - Demolition of existing site buildings to facilitate erection of 9 one bedroom apartments with associated parking, access and landscaping works.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1666334720.0,0,0,182678,13,BS4 2HQ
5624,182692,13/03405/A,52 - 54 Bristol HillBristolBS4 5AB,Illuminated name sign over shop windows to replace existing illuminated sign.,GRANTED subject to condition(s),GRANTED subject to condition(s),-320269312.0,0,0,182692,13,BS4 5AB
5627,182695,13/03481/F,Fowlers Of Bristol Ltd2-12 Bath RoadTotterdownBristolBS4 3DR,"Mark out parking bays, increase the height of two bays within the existing building and convert a redundant M.O.T bay into a parts counter.  Alter a yard access point.",GRANTED subject to condition(s),GRANTED subject to condition(s),621257728.0,0,0,182695,13,BS4 3DR
5650,182744,13/02377/F,"Enterprise Rent A CarUnit 3, Whitby Road Trading EstateWhitby RoadBristolBS4 3QF",Change of use from Use Class B8 (Storage and Distribution) to Use Class B2 (General Industrial).,GRANTED subject to condition(s),GRANTED subject to condition(s),839265280.0,0,0,182744,13,BS4 3QF
5653,182747,13/03324/X,40 Queensdale CrescentBristolBS4 2TW,Variation of condition no.3 (which lists the approved plans) of planning permission 11/04619/H for detached single storey building in rear garden [ancillary accommodation to main dwelling] (new plans show an amended roof profile).,GRANTED subject to condition(s),GRANTED subject to condition(s),-345302016.0,0,0,182747,13,BS4 2TW
5655,182752,13/02718/H,35 West Town LaneBrislingtonBristolBS4 5DA,Raise the height of front boundary garden wall from approximately 135cm to approximately 190 cm.,GRANTED subject to condition(s),GRANTED subject to condition(s),-604502016.0,0,0,182752,13,BS4 5DA
5657,182756,13/02720/F,56 Sydenham RoadTotterdownBristolBS4 3DF,Demolish existing warehouse/store and office. Erection of a two/three storey building to provide 1 x 1-bed and 1 x 2-bed apartments.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1789069312.0,0,0,182756,13,BS4 3DF
5675,182803,13/05145/F,47 Novers Park RoadBristolBS4 1RL,Proposed conversion of a detached garage to a one bedroom living accomodation annexe.,GRANTED subject to condition(s),GRANTED subject to condition(s),1864763392.0,0,0,182803,13,BS4 1RL
5739,182945,13/05232/F,427 Wells RoadKnowleBristolBS4 2QW,"Proposed timber cladding and roof to new access stairs, fitted to maintain the security of the gun shop at ground floor level.",GRANTED subject to condition(s),GRANTED subject to condition(s),1864763392.0,0,0,182945,13,BS4 2QW
5759,182974,13/01545/FB,St Annes Infant School AnnexWicklea Youth CentreWick RoadBristolBS4 4HU,Installation of a temporary Portakabin Limited modular building to be used as classroom accommodation for St Annes Infants School (known as St Annes Infants School Annex).,GRANTED subject to condition(s),GRANTED subject to condition(s),-47338496.0,0,0,182974,13,BS4 4HU
5781,183022,13/04525/X,325  & 327 Wells RoadKnowleBristolBS4 2QB,Variation of condition 2 attached to planning consent 13/03138/F to allow customers to remain on the premises until 1800 hours on a Saturday.,GRANTED subject to condition(s),GRANTED subject to condition(s),2012530688.0,0,0,183022,13,BS4 2QB
5801,183064,13/01823/F,8 Wootton RoadBristolBS4 4AL,Retention of use of the propertry for restaurant and hot food take-away (Use Class A3/A5) and the erection of a vertical flue.,GRANTED subject to condition(s),GRANTED subject to condition(s),630130688.0,0,0,183064,13,BS4 4AL
5825,183111,13/05684/H,16 Broomhill RoadBristolBS4 4SG,Over-pave front garden and lower road kerb to allow vehicle access to paved area.,GRANTED subject to condition(s),GRANTED subject to condition(s),-97403904.0,0,0,183111,13,BS4 4SG
5827,183120,13/02305/F,121 Winchester RoadBristolBS4 3NH,"Demolition of one storey building and construction of new 2 storey building, comprising 2 Nos self-contained flats.  Conversion of existing 2 storey building into 2 Nos self-contained flats.",GRANTED subject to condition(s),GRANTED subject to condition(s),1410159616.0,0,0,183120,13,BS4 3NH
5828,183122,13/02306/F,54 Knowle RoadBristolBS4 2ED,"Removal of rear external steps, alteration of openings, installation of French doors and Juliette Balcony.",GRANTED subject to condition(s),GRANTED subject to condition(s),666465280.0,0,0,183122,13,BS4 2ED
5829,183123,13/02213/F,8 Brookside RoadBristolBS4 4JS,"Erection of double storey side extension to create new one-bedroom dwelling. Provision of cycle storage, parking and amenity space.",GRANTED subject to condition(s),GRANTED subject to condition(s),-370334720.0,0,0,183123,13,BS4 4JS
5868,183231,13/04639/H,15 Botham DriveBristolBS4 5HR,Proposed front porch.,GRANTED subject to condition(s),GRANTED subject to condition(s),198130688.0,0,0,183231,13,BS4 5HR
5875,183256,13/05668/H,74 Broadfield RoadBristolBS4 2UW,Retention of amateur radio antennas and support poles and mast.,GRANTED subject to condition(s),GRANTED subject to condition(s),1569228800.0,0,0,183256,13,BS4 2UW
5878,183260,13/05705/F,Unit 7A & BNewbridge CloseBristolBS4 4AX,Change of use of unit 7A & B from Use Class B8 (storage or distribution) to Use Class B8 (storage or distribution) and Use Class B2 (general industry),GRANTED subject to condition(s),GRANTED subject to condition(s),1025796096.0,0,0,183260,13,BS4 4AX
5933,183381,13/04400/H,18 Upper StreetBristolBS4 3BU,Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1494130688.0,0,0,183381,13,BS4 3BU
5950,183416,13/01605/H,117 Jersey AvenueBristolBS4 4QY,Conservatory to the side elevation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1000167424.0,0,0,183416,13,BS4 4QY
5953,183420,13/01688/F,The ParkDaventry RoadBristolBS4 1DQ,"Install 1 new floodlight to a Parkour area.  The light will be 10 metres tall, comprising 1kw single-phase metal halide lamp.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1739003904.0,0,0,183420,13,BS4 1DQ
5965,183450,13/03817/H,5 Lodway RoadBristolBS4 2NR,Retrospective planning application for conservatory and decking.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1097869312.0,0,0,183450,13,BS4 2NR
5978,183470,13/05785/A,WilkinsonsBroadwalk Shopping CentreBroad WalkBristolBS4 2QU,"Item 1 - vinyl overlay - main entrance; Item 2 - internally illuminated fascia sign; Item 3 - vinyl overlay - car park totem; and Item 4 - folded aluminium panel with vinyl text. (Items 1, 2 & 4 non-illuminated).",GRANTED subject to condition(s),GRANTED subject to condition(s),-1195571200.0,0,0,183470,13,BS4 2QU
5993,183503,13/02919/H,90 Callington RoadBristolBS4 5BP,Proposed attic conversion.,GRANTED subject to condition(s),GRANTED subject to condition(s),1012065280.0,0,0,183503,13,BS4 5BP
6011,183534,13/05761/X,Unit 5Brislington Retail ParkBath RoadBrislingtonBristolBS4 5NG,"Variation of condition 1 attached to permission 3144X/86S, which proposed sub-letting to household goods retailer, in order to allow 150.sq.m to be used for the sale of food and drink.",GRANTED subject to condition(s),GRANTED subject to condition(s),507396096.0,0,0,183534,13,BS4 5NG
6025,183578,13/01691/H,506 Bath RoadBrislingtonBristolBS4 3JY,Detached secure bike store with storage area within pitched roof space.,GRANTED subject to condition(s),GRANTED subject to condition(s),295832576.0,0,0,183578,13,BS4 3JY
6053,183639,13/00936/F,81-83 Sandy Park RoadBristolBS4 3PG,Conversion of part of ground floor shop unit (Use Class A1) into a one bedroom flat (Use Class C3). Provision of cycle parking and bin storage facilities and creation of 3 no. windows to side elevation at ground floor level.,GRANTED subject to condition(s),GRANTED subject to condition(s),961999872.0,0,0,183639,13,BS4 3PG
6089,183714,13/01690/X,172A Wells RoadTotterdownBristolBS4 2AL,"Variation of condition nos. 4 (Opening hours) attached to planning permission 11/03958/F - (Change of use from Class A1 (shop) to combined classes A3/A4, (cafe/drinking establishments), with outside seating area to rear and addition of extract flue to the rear elevation) to allow hours open to customers Monday to Saturday 09.00-00.00 and Sunday 09.00-23.00.",GRANTED subject to condition(s),GRANTED subject to condition(s),1505432576.0,0,0,183714,13,BS4 2AL
6112,183768,14/00049/A,Broadwalk Dental Surgery325A Wells RoadKnowleBristolBS4 2QB,"2 no. non-illuminated aluminium fascia signs with cut vinyl text to the face, to front elevation and 1no. non-lluminated fascia sign to rear.2no. non illuminated window graphics.",GRANTED subject to condition(s),GRANTED subject to condition(s),1889796096.0,0,0,183768,14,BS4 2QB
6123,183797,13/02021/H,17 Kildare RoadBristolBS4 1PT,Single storey rear wet-room/bedroom extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1678232576.0,0,0,183797,13,BS4 1PT
6137,183831,13/04254/H,18 Allison RoadBristolBS4 4PN,Demolish existing detached garage and rebuild a new detached garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),964428800.0,0,0,183831,13,BS4 4PN
6151,183855,13/05904/FB,1 - 25 Chichester HouseWootton RoadBristolBS4 4BB,Installation of air-source heat pumps.,GRANTED subject to condition(s),GRANTED subject to condition(s),-677171200.0,0,0,183855,13,BS4 4BB
6156,183864,13/05914/F,17 - 19 Emery RoadBristolBS4 5PF,Proposed modification to access.,GRANTED subject to condition(s),GRANTED subject to condition(s),1716996096.0,0,0,183864,13,BS4 5PF
6178,183910,13/05029/F,35 Bangor GroveBristolBS4 4BZ,Proposed conversion of dwelling house to one dwelling house and 2 No self-contained flats.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1256938496.0,0,0,183910,13,BS4 4BZ
6183,183926,14/00035/H,49 Brecknock RoadBristolBS4 2DE,Proposed first floor extension above existing kitchen and ground floor side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1170538496.0,0,0,183926,14,BS4 2DE
6185,183937,14/00084/F,South Bristol Sports CentreWest Town LaneHengroveBristolBS4 5DQ,Installation of Solar PV Panels on the roofs of South Bristol Sports Centre.,GRANTED subject to condition(s),GRANTED subject to condition(s),359628800.0,0,0,183937,14,BS4 5DQ
6205,183992,13/05518/H,264 Wick RoadBristolBS4 4HT,Conversion of garage to dining room and utility including small front extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1951163392.0,0,0,183992,13,BS4 4HT
6219,184020,13/01025/VP,12 Homemead DriveBristolBS4 5AP,Reduce sycamore by 30% and maintain a good crown structure rear garden protected by tree preservation order no. 234.,Pending Consideration,,,0,0,184020,13,BS4 5AP
6245,184079,14/00080/H,60 Somerset RoadBristolBS4 2HY,Raise the height of the existing rear extension by approximately 35 cms with velux window proposed in the roof. Raise the height of the parapet wall on the adjoining party wall.,GRANTED subject to condition(s),GRANTED subject to condition(s),705228800.0,0,0,184079,14,BS4 2HY
6247,184083,14/00082/F,Unit 5Brislington Retail ParkBath RoadBrislingtonBristolBS4 5NG,"Alterations to entrances to front elevation and proposed canopy, gates and new doors to rear.",GRANTED subject to condition(s),GRANTED subject to condition(s),1716996096.0,0,0,184083,14,BS4 5NG
6248,184084,14/00083/A,Unit 5Brislington Retail ParkBath RoadBrislingtonBristolBS4 5NG,"Internally illuminated signage - Replacement of existing main 'Toys R Us' signs on front elevation. Relocation of existing 'Babies R Us' sign on front elevation and proposed sign over Toys R Us entrance door,",GRANTED subject to condition(s),GRANTED subject to condition(s),-1886771200.0,0,0,184084,14,BS4 5NG
6307,184249,14/02391/H,12 Condover RoadBristolBS4 4TE,Single storey side and rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-108705792.0,0,0,184249,14,BS4 4TE
6360,184383,14/02588/H,4 Quilter GroveBristolBS4 1TB,Two storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-22305792.0,0,0,184383,14,BS4 1TB
6379,184434,14/01182/F,47 Langton Court RoadBristolBS4 4EG,Residential development comprising erection of building containing nine flats with provision of car parking and associated external works.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1354640384.0,0,0,184434,14,BS4 4EG
6382,184441,14/01876/H,26 Kingshill RoadBristolBS4 2SG,Single storey front porch.,GRANTED subject to condition(s),GRANTED subject to condition(s),989461504.0,0,0,184441,14,BS4 2SG
6386,184445,14/02606/H,189 Bloomfield RoadBristolBS4 3QS,Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1532894208.0,0,0,184445,14,BS4 3QS
6415,184517,14/01721/H,68 Jersey AvenueBristolBS4 4QZ,"Erection of single storey ancillary building for respite care, for family members.",GRANTED subject to condition(s),GRANTED subject to condition(s),-652138496.0,0,0,184517,14,BS4 4QZ
6477,184650,14/01746/F,Hartwell Jaguar809-811 Bath RoadBrislingtonBristolBS4 5NL,Extension to existing used car display area.,GRANTED subject to condition(s),GRANTED subject to condition(s),1125926912.0,0,0,184650,14,BS4 5NL
6489,184668,14/01967/H,The GranaryStockwood RoadBrislingtonBristolBS4 5LU,Proposed Orangery and decked area to south west elevation of house.,GRANTED subject to condition(s),GRANTED subject to condition(s),1680661504.0,0,0,184668,14,BS4 5LU
6492,184674,14/02764/X,PaintworksBristolBS4 3EH,"Application for variation of condition 10 (BREEAM for commercial and retail floorspace) attached to planning permission  09/04693/P - Outline application for the retention of Endemol buildings, demolition of other existing buildings and erection of new buildings of 2-7 storeys built on top of new undercroft car park to provide employment floor space (B1); Retail floor space (A1, A3 & A4); up to 11 live/work units; and up to 210 residential units (C3); with revised vehicular access off Bath Road. (Major Application).",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,184674,14,BS4 3EH
6494,184680,16/01801/F,509A Bath RoadBrislingtonBristolBS4 3LA,Change of use from office/workshop to single dwelling and conversion works including addition of one floor.,GRANTED subject to condition(s),GRANTED subject to condition(s),525984768.0,0,0,184680,16,BS4 3LA
6502,184693,14/02791/H,29 Carisbrooke RoadBristolBS4 1SB,Proposed ground floor front extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1293273088.0,0,0,184693,14,BS4 1SB
6505,184698,14/02794/H,5 West Town LaneBrislingtonBristolBS4 5DA,Proposed single storey rear & side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),348326912.0,0,0,184698,14,BS4 5DA
6522,184733,14/02402/F,280 Wells RoadKnowleBristolBS4 2PU,Addition of three fixed metal louvres into external wall of ground floor access corridor serving flats and bedsits.,GRANTED subject to condition(s),GRANTED subject to condition(s),928094208.0,0,0,184733,14,BS4 2PU
6526,184741,14/03411/VP,59 Birchwood RoadBristolBS4 4QL,"T1 - atlas cedar - remove deadwood, broken branches and tidy up, T2 - atlas cedar - remove deadwood, broken branches and tidy up, TPO 160",GRANTED,GRANTED,-1293273088.0,0,0,184741,14,BS4 4QL
6536,184758,14/03360/F,First Floor Flat 31 Hollywood RoadBristolBS4 4LD,Proposed roof extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1557926912.0,0,0,184758,14,BS4 4LD
6558,184816,14/02762/X,PaintworksBristolBS4 3EH,"Application for variation of condition 8 (Site wide energy statement) attached to planning permission 09/04693/P  - Outline application for the retention of Endemol buildings, demolition of other existing buildings and erection of new buildings of 2-7 storeys built on top of new undercroft car park to provide employment floor space (B1); Retail floor space (A1, A3 & A4); up to 11 live/work units; and up to 210 residential units (C3); with revised vehicular access off Bath Road.(Major Application).",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,184816,14,BS4 3EH
6570,184840,14/02921/H,56 Talbot RoadBristolBS4 2NW,"Erection of a new balcony with a balustrade to ground floor rear of the property, including stairs to the side, with a balustrade, from balcony down to terrace.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1293273088.0,0,0,184840,14,BS4 2NW
6614,184948,14/02105/H,48 Broadbury RoadBristolBS4 1JT,Proposed two storey rear extension and ground floor entrance porch and wc/cloakroom for disabled resident.,GRANTED subject to condition(s),GRANTED subject to condition(s),-972705792.0,0,0,184948,14,BS4 1JT
6616,184951,14/02179/H,21 St Brelades GroveBristolBS4 4QJ,"Double storey side extension, rear dormer and outhouse.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1231905792.0,0,0,184951,14,BS4 4QJ
6633,185005,14/01120/LA,Plymouth Brethren Meeting Hall & Lynwood House623 & 625 Bath RoadBrislingtonBristolBS4 3LF,"Conversion of Lynwood house into 4 apartments and redevelopment of the Coach House into 3 dwellings, including the removal of the late rear extension, reinstatement of the South garden and provision of associated car and bicycle parking, bin storage & landscaping.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1354640384.0,0,0,185005,14,BS4 3LF
6687,185130,14/03216/H,48 FairwayBristolBS4 5DF,"Demolition of existing garage, erection of single storey rear extension and two storey side extension.",GRANTED subject to condition(s),GRANTED subject to condition(s),-170073088.0,0,0,185130,14,BS4 5DF
6692,185139,14/03175/F,Tesco Stores LtdMarmalade LaneBristolBS4 5AY,"Proposed retail kiosk in front of store, proposed road amendments to access to petrol filling station and erection of timber fence to rear of recycling area.",GRANTED subject to condition(s),GRANTED subject to condition(s),2101359616.0,0,0,185139,14,BS4 5AY
6713,185185,14/02187/F,7 Winton StreetTotterdownBristolBS4 2BS,Change of use of existing first floor storage area (Use Class B8) into community cafe (Use Class A3).,GRANTED subject to condition(s),GRANTED subject to condition(s),-995309568.0,0,0,185185,14,BS4 2BS
6715,185187,14/03605/F,153 Wick RoadBristolBS4 4HH,Retrospective application for proposed conversion of front office space into a cookery school for adults and children (Use Class D1) and retention of rear space for office use (B1 use).,GRANTED subject to condition(s),GRANTED subject to condition(s),1928559616.0,0,0,185187,14,BS4 4HH
6730,185241,14/01268/H,30 Barnstaple RoadBristolBS4 1JG,"Two storey side extension to provide two bedrooms, utility room and bathroom.",GRANTED subject to condition(s),GRANTED subject to condition(s),-47338496.0,0,0,185241,14,BS4 1JG
6769,185337,14/04009/F,7 Allison AvenueBristolBS4 4PF,Proposed the change from a single residential dwelling into two residential flats. Proposed rear roof extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1201025024.0,0,0,185337,14,BS4 4PF
6779,185355,14/04261/H,14 First AvenueBristolBS4 4DU,Proposed two storey side and rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1064559616.0,0,0,185355,14,BS4 4DU
6794,185396,14/01197/F,Unit GPioneer ParkBristolBS4 3QB,"Proposed change of use from warehouse (B8) to a Cosmetic Repair, valeting, Workshop and MOT, facility. Together with the installation of roof flue penetrations and security fence enclosure.",GRANTED subject to condition(s),GRANTED subject to condition(s),1187294208.0,0,0,185396,14,BS4 3QB
6796,185404,14/01439/X,West Town Lane Primary SchoolWest Town LaneBrislingtonBristolBS4 5DT,"Variation of condition No. 23 (List of Approved Plans) for planning permission 12/05180/FB -  Erection of three school extensions, together with the development of a Multi Use Games Area (MUGA), associated landscaping and covered cycle parking facilities.(Major) -  proposed substitution of approved plans following alterations to the landscape general arrangement plans. Substitution of landscape general arrangement drawings SK17 rev CP01 and SK18 rev T02 with drawings SK17 rev C06 and SK18 rev C05.",GRANTED subject to condition(s),GRANTED subject to condition(s),928094208.0,0,0,185404,14,BS4 5DT
6803,185424,14/03429/H,15 Allison RoadBristolBS4 4PW,Retrospective application for the erection of decking.,GRANTED subject to condition(s),GRANTED subject to condition(s),-2107207680.0,0,0,185424,14,BS4 4PW
6813,185443,14/00148/H,14 Condover RoadBristolBS4 4TE,Proposed detached garage building at rear of  the property.,GRANTED subject to condition(s),GRANTED subject to condition(s),1976196096.0,0,0,185443,14,BS4 4TE
6826,185460,14/01242/F,39 Sandholme RoadBristolBS4 3RP,Conversion of ground floor shop into 2 bed self-contained flat and associated external alterations. Alterations to existing first floor flat.,GRANTED subject to condition(s),GRANTED subject to condition(s),-565738496.0,0,0,185460,14,BS4 3RP
6834,185484,14/00457/H,Rear Of 12 Knowle RoadBristolBS4 2EE,Reinstatement of first floor to existing garage/store & refurbishment.,GRANTED subject to condition(s),GRANTED subject to condition(s),100428800.0,0,0,185484,14,BS4 2EE
6874,185608,14/01476/X,Winchester CourtWinchester RoadBristolBS4 3NF,"Application for remove/variation of conditions following grant of planning  permission 11/4752/F (conditions 2, 3 and 7) - Change of use of commercial premises to one bedroomed house and associated works - proposed omission of enclosed areas, omission of amenity area to rear, omission of side porch, proposed use of building to rear for car parking for the proposed dwelling and replacement of French doors with windows",GRANTED subject to condition(s),GRANTED subject to condition(s),1705694208.0,0,0,185608,14,BS4 3NF
6876,185610,14/01494/H,44 Kenneth RoadBristolBS4 5AF,Replace garage/outhouse in rear garden.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1343338496.0,0,0,185610,14,BS4 5AF
6882,185621,14/01663/H,14 SpringleazeBristolBS4 2TT,Drop kerb & create parking. Construction of wall to replace hedge.,GRANTED subject to condition(s),GRANTED subject to condition(s),1446494208.0,0,0,185621,14,BS4 2TT
6927,185742,14/00618/H,29 Birchwood RoadBristolBS4 4QL,"Rear extension for new kitchen/diner, and loft room.",GRANTED subject to condition(s),GRANTED subject to condition(s),618828800.0,0,0,185742,14,BS4 4QL
6949,185789,14/04654/H,20 West Town GroveBristolBS4 5EQ,Single storey rear and side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1156807680.0,0,0,185789,14,BS4 5EQ
6979,185870,14/04117/H,8 Salcombe RoadBristolBS4 1AH,Proposed single storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),459759616.0,0,0,185870,14,BS4 1AH
6993,185907,14/01838/F,11 Sandown RoadBristolBS4 3PL,Erection of a new dwelling attached to the rear of the existing property.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1923105792.0,0,0,185907,14,BS4 3PL
6994,185909,14/01879/H,14 Hampstead RoadBristolBS4 3HJ,Single storey combined side and rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),471061504.0,0,0,185909,14,BS4 3HJ
7014,185944,14/04187/H,59 Andover RoadBristolBS4 1AJ,Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1582959616.0,0,0,185944,14,BS4 1AJ
7039,185995,14/03876/H,13 Hengrove RoadBristolBS4 2PR,Extend existing raised decking to side & rear. Extend/raise fence panels between No. 11 & No. 13 to provide additional privacy to No. 11.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1095440384.0,0,0,185995,14,BS4 2PR
7045,186006,14/04158/VP,9 St Agnes GardensBristolBS4 2DQ,"T1 Holly - (x2 large seedlings) - remove,  T2 Hawthorn - Remove branch that is very close to wall and reduce overhanging canopy by 1-2m,  T3 Lime - reduce branches & side canopy that extend towards property by 2m.T4 - Pine reduce branches & side canopy that extend towards property by 2m. Reason: to manage encroachment of tree canopies towards buildings. TPO 463.",GRANTED,GRANTED,-490640384.0,0,0,186006,14,BS4 2DQ
7046,186008,14/04215/X,Wicklea Youth CentreWick RoadBristolBS4 4HU,"Variation of condition 4 Protection of Retained Trees During the Construction Period, condition 11 Green Lane and condition 25 List of approved plans and drawings attached to planning permission 12/04487/F (New Junior School) - to revise the landscaping and to retain existing path (Major Application)",GRANTED subject to condition(s),GRANTED subject to condition(s),-1538742272.0,0,0,186008,14,BS4 4HU
7069,186062,14/02053/FB,111 Capgrave CrescentBristolBS4 4TN,Change of use from a children's care Unit (Use Class C2) to a non-residential care service for children use  (Use Class D1).,GRANTED subject to condition(s),GRANTED subject to condition(s),-688473088.0,0,0,186062,14,BS4 4TN
7071,186064,14/02056/F,2 Birchwood RoadBristolBS4 4QH,Alterations to ATM including modification of the existing roller shutter.,GRANTED subject to condition(s),GRANTED subject to condition(s),-108705792.0,0,0,186064,14,BS4 4QH
7081,186088,14/04548/H,44 Grove Park RoadBristolBS4 4JJ,Demolition of existing rear single storey extension and detached garage. Replacement with rear single storey extension with raised deck and replacement detached garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),1928559616.0,0,0,186088,14,BS4 4JJ
7109,186140,14/03638/F,186 Wells RoadTotterdownBristolBS4 2AL,Change of use of ground floor from retail (Use Class A1) to cafe/children's play area (Use Class A3/D2).,GRANTED subject to condition(s),GRANTED subject to condition(s),1323759616.0,0,0,186140,14,BS4 2AL
7118,186162,14/04393/F,248 Wells RoadKnowleBristolBS4 2PN,Proposed conversion from Dental Surgery and 1no. self-contained flat to 6no. self-contained flats and associated external alterations.,GRANTED subject to condition(s),GRANTED subject to condition(s),-2107207680.0,0,0,186162,14,BS4 2PN
7125,186178,14/00613/F,22 - 24 Sandy Park RoadBristolBS4 3PE,Proposed conversion of former first floor 4 bedroom flat into two separate one bedroom flats and ground floor external alterations.,GRANTED subject to condition(s),GRANTED subject to condition(s),1137228800.0,0,0,186178,14,BS4 3PE
7130,186189,14/01471/F,3 Broadwalk Shopping CentreBroad WalkBristolBS4 2QU,"Smoking area improvements works, to include creating external fenced area with area partially covered with new canopy forming new opening in external wall, and replacement of existing palisade fence panels with new mesh panels.",GRANTED subject to condition(s),GRANTED subject to condition(s),643861504.0,0,0,186189,14,BS4 2QU
7135,186197,14/02057/A,2 Birchwood RoadBristolBS4 4QH,Replacement signage for ATM machine.,GRANTED subject to condition(s),GRANTED subject to condition(s),-108705792.0,0,0,186197,14,BS4 4QH
7153,186241,14/04179/F,Land Adj To 28 Homemead DriveBristolBS4 5AP,Change of use from public open space to domestic garden. With 2m high fence at new boundary position.,GRANTED subject to condition(s),GRANTED subject to condition(s),978159616.0,0,0,186241,14,BS4 5AP
7155,186243,14/04172/F,163 Bloomfield RoadBristolBS4 3QS,"Erection of 1 No. new dwelling, accommodated within a two storey extension to the side of 163 Bloomfield Road.",GRANTED subject to condition(s),GRANTED subject to condition(s),-984007680.0,0,0,186243,14,BS4 3QS
7157,186246,14/04379/F,147 Wells RoadTotterdownBristolBS4 2BU,Proposed alteration to shopfront.,GRANTED subject to condition(s),GRANTED subject to condition(s),718959616.0,0,0,186246,14,BS4 2BU
7229,186406,14/02894/F,Knowle West Health ParkDownton RoadBristolBS4 1WH,"Erection of a new clinical building on the Knowle West Health Park site to provide 4 interview rooms, a clinical room, a meeting room and ancillary office space.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1354640384.0,0,0,186406,14,BS4 1WH
7258,186460,14/01897/F,BOCWhitby RoadBristolBS4 3QH,Installation of a modular stand-alone 2-storey administration building to be located by the site entrance to the BOC Bristol depot.,GRANTED subject to condition(s),GRANTED subject to condition(s),928094208.0,0,0,186460,14,BS4 3QH
7298,186553,14/03194/H,32 Hardenhuish RoadBristolBS4 3SU,Replacement of single metal garage with concrete block built double garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),-170073088.0,0,0,186553,14,BS4 3SU
7300,186556,14/03197/A,Tesco Stores LtdMarmalade LaneBristolBS4 5AY,Signs to new Timpsons Kiosk,GRANTED subject to condition(s),GRANTED subject to condition(s),2101359616.0,0,0,186556,14,BS4 5AY
7305,186567,14/03440/H,45 Eagle RoadBristolBS4 3LQ,Erection of single storey extension to the rear of the property.,GRANTED subject to condition(s),GRANTED subject to condition(s),1125926912.0,0,0,186567,14,BS4 3LQ
7315,186608,14/02267/F,Co-Op Store68 Broomhill RoadBristolBS4 4NZ,Installation of a new roller shutters and the replacement of existing manual entrance doors with new auto sliding unit.,GRANTED subject to condition(s),GRANTED subject to condition(s),323294208.0,0,0,186608,14,BS4 4NZ
7345,186682,14/02977/H,44 Novers CrescentBristolBS4 1RB,Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),2137694208.0,0,0,186682,14,BS4 1RB
