OBJECTID,REFVAL,ADDRESS,PROPOSAL,STATUS,DECISION,DEC_DATE,SHAPE.AREA,SHAPE.LEN,OBJECTID_1
189353,15/02037/H,"1 Arrowfield CloseBristolBS14 0UQ",Single storey rear extension to create sun lounge.,GRANTED subject to condition(s),GRANTED subject to condition(s),-538276864,0,0,189353
189357,15/02031/F,"110 City RoadBristolBS2 8UN","Replacement of existing windows with new uPVC in basement, ground, first & second floor flats.",GRANTED subject to condition(s),GRANTED subject to condition(s),66523136,0,0,189357
189359,14/05300/F,"St Georges Heights1 Avonvale RoadBristolBS5 9HN",2x externally accessed ATMs within secure Bastion servicing units.,GRANTED subject to condition(s),GRANTED subject to condition(s),1867192320,0,0,189359
189360,14/05305/H,"14 Shaftesbury AvenueBristolBS6 5LX",Conversion of loft space to include a rear dormer and front aspect roof lights.,GRANTED subject to condition(s),GRANTED subject to condition(s),1607992320,0,0,189360
189361,14/05306/H,"1 Summer Ground DriveBristolBS13 8LH",Second floor extension over existing garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),743992320,0,0,189361
189364,14/05334/H,"174 Filton AvenueBristolBS7 0AX",Proposed demolition of existing garage to the rear of the existing property and the construction of ancillary accommodation associated with main house.,GRANTED subject to condition(s),GRANTED subject to condition(s),77825024,0,0,189364
189365,14/05413/F,"Beacon HouseQueens RoadCliftonBristol","Change of use of the basement, ground and first floors of Beacon House to provide 2544m of education study space (D1) and a 140m cafe (A3), the enlargement of existing windows, the installation of plant equipment, the erection of a new boundary fence and gate and associated works.",GRANTED subject to condition(s),GRANTED subject to condition(s),1287425024,0,0,189365
189367,14/05968/X,"Land Adjacent To The Christadelphian HallMidland RoadBristolBS2 0JY","Application for removal or variation of conditions 14 (adopted highway), 21(approved plans) attached to planning permission 12/03060/R for the erection of part 3/4 storey building to provide 13 residential units.(Major application)",GRANTED subject to condition(s),GRANTED subject to condition(s),-1106742272,0,0,189367
189368,14/05976/X,"11-19 Stokes CroftBristolBS1 3PW","Application for removal or variation of conditions 27 (windows/balconies), 28 (Sustainability Report  & Energy Statement), 29 (approved plans) attached to planning permission 14/03652/F for change of use of nos. 15-19 Stokes Croft from a motorcycle showroom (Sui generis) to a cafe (Use Class A3) and offices (Use Class B1a) at ground floor; offices (B1) at first floor; external alterations (to include shopfront improvements to nos. 11-13 Stokes Croft); creation of two upper storeys of residential accommodation (Use Class C3) to provide 8 flats; and provision of associated cycle and refuse storage at ground floor to facilitate design and construction improvements and enhance the southern elevation",GRANTED subject to condition(s),GRANTED subject to condition(s),682625024,0,0,189368
189369,14/06039/F,"Prince William & Matthew Houses32 - 34 Colston StreetBristolBS1 5AE","Change of use of Prince William House and Matthew House from office accommodation (Use Class B1) to Student Residential Accommodation (Sui Generis). Part demolition and rebuild / remodelling of Prince William House Host Street elevation; retention and refurbishment of arched Colston Street facade. Construction of rooftop extension on Prince William House. External Alterations to Matthew House. Scheme to provide a total of 83 student bedspaces (67 apartments) (Major application).",GRANTED subject to condition(s),GRANTED subject to condition(s),646290432,0,0,189369
189370,14/06040/LA,"Prince William And Matthew House32 - 34 Colston StreetBristolBS1 5AE","Change of use of Prince William House and Matthew House from office accommodation (Use Class B1) to Student Residential Accommodation (Sui Generis). Part demolition and rebuild / remodelling of Prince William House Host Street elevation; retention and refurbishment of arched Colston Street facade. Construction of rooftop extension on Prince William House. External Alterations to Matthew House. Scheme to provide a total of 83 student bedspaces (67 apartments) (Major application).",GRANTED subject to condition(s),GRANTED subject to condition(s),646290432,0,0,189370
189376,15/00146/VP,"2 The OrchardSouthfield RoadWestburyBristolBS9 3BN","Poplar (T1)- reduce by approx 30% to 3m below previous reduction points. Poplar (T2)- reduce by approx 30% to 3m below previous reduction points.Poplar (T3)- reduce by approx 30% to 3m below previous reduction points.Yew (T4)- reduce by approx 25% TPO 119.",GRANTED,GRANTED,16457728,0,0,189376
189378,14/06297/H,"22 Ridgeway LaneBristolBS14 9PW",Roof extensions to the front and rear.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1625142272,0,0,189378
189380,14/06304/H,"25 Great BrockeridgeBristolBS9 3UB","Erection of a part two, part single storey rear extension with a replacement conservatory .",GRANTED subject to condition(s),GRANTED subject to condition(s),2065025024,0,0,189380
189383,14/06252/F,"The Gloucester Old Spot138-140 Kellaway AvenueBristolBS6 7YQ",Single storey flat roof kitchen extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-415542272,0,0,189383
189385,14/06268/F,"4 Filton AvenueBristolBS7 0AG","Existing House in Multiple Occupation for 8no. persons converted into 3no. one-bed flats and 1no. two-bed flat, including single storey extension to rear.",GRANTED subject to condition(s),GRANTED subject to condition(s),189257728,0,0,189385
189386,14/06243/F,"Land On South Side OfPaintworksBristol",Erection of a new building elevated over existing car parking consisting of a security office and small retail unit (shop) with shared WC and kitchen accommodation,GRANTED subject to condition(s),GRANTED subject to condition(s),-1797942272,0,0,189386
189387,14/06245/F,"Land Adjacent To 162Bath RoadTotterdownBristol","Construction of 2no. two bedroom flats, accommodated within a three storey building.",GRANTED subject to condition(s),GRANTED subject to condition(s),-501942272,0,0,189387
189393,15/00674/F,"362 Gloucester RoadHorfieldBristolBS7 8TP","Change of Use from Use Class A1 (Shop) to Use Class A3 (Cafe) with External Alterations, including provision of external extract flue.",GRANTED subject to condition(s),GRANTED subject to condition(s),-563309568,0,0,189393
189394,15/02118/F,"St Marys196 - 198 Fishponds RoadEastvilleBristolBS5 6PU",Change of use from Care home to Sui Generis Use (House in Multiple Occupation with more than 6 occupants),GRANTED subject to condition(s),GRANTED subject to condition(s),-1118044160,0,0,189394
189395,15/02148/H,"30 Wanscow WalkBristolBS9 4LE",Proposed double storey side extension and ground floor rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),757723136,0,0,189395
189396,15/02154/F,"Rear Of Plots 1-4 117 Birchwood RoadBristolBS4 4RB",Construction of 4 No. attached garages to rear of site.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1809244160,0,0,189396
189399,15/02156/H,"181 Speedwell RoadBristolBS5 7SP",Creation of a vehicular access onto a classified road to provide off-street parking.,GRANTED subject to condition(s),GRANTED subject to condition(s),1153388544,0,0,189399
189401,15/02158/F,"Clifton Down Shopping CentreWhiteladies RoadBristol","Installation of 3 No. replacement panel antennas, 3 No. additional panel antennas and additional supporting ancillary apparatus.",GRANTED subject to condition(s),GRANTED subject to condition(s),152923136,0,0,189401
189402,15/02173/H,"21 Averay RoadBristolBS16 1BL",Proposed single storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-797476864,0,0,189402
189406,15/02175/F,"Fermentation Building SouthHawkins LaneBristolBS1 6JQ","Change of use of the ground floor level of the Fermentation South and land identified for micro-brewery building  from Sui Generis, A1, A3, A4 to A3 and A4 and external alterations to the south-east elevation of the Fermentation South building and creation of an outdoor seating area.",GRANTED subject to condition(s),GRANTED subject to condition(s),-229011456,0,0,189406
189407,15/02201/FB,"Knowle DGELeinster AvenueBristolBS4 1NN",Amendments to existing hard landscaping to facilitate access for a 'learning bus'.,GRANTED subject to condition(s),GRANTED subject to condition(s),1967323136,0,0,189407
189408,15/02211/F,"BOCWhitby RoadBristolBS4 3QH","Construction of a freestanding sort canopy for the storage of medical gases, and associated surrounding hardstanding",GRANTED subject to condition(s),GRANTED subject to condition(s),584923136,0,0,189408
189409,15/02212/F,"Asda Stores LtdEast StreetBedminsterBristolBS3 4JY",1no roof mounted condenser unit.,GRANTED subject to condition(s),GRANTED subject to condition(s),1708123136,0,0,189409
189410,15/02214/F,"5 - 7 Alexandra ParkFishpondsBristolBS16 2BG",Retention of use as Sui Generis (HMO for more than 6 occupants),GRANTED subject to condition(s),GRANTED subject to condition(s),-1377244160,0,0,189410
189412,15/02272/A,"79 BroadmeadBristolBS1 3DX",Internally illuminated fascia and projecting signs.,GRANTED subject to condition(s),GRANTED subject to condition(s),498523136,0,0,189412
189417,15/02256/F,"Flat 3Temple CourtBarton RoadBristolBS2 0LF",Wooden structure over rear courtyard.,GRANTED subject to condition(s),GRANTED subject to condition(s),1721853952,0,0,189417
189418,15/02327/H,"3 Guthrie RoadBristolBS8 3EZ",Proposed single storey side extension and reduce first floor balcony on rear.,GRANTED subject to condition(s),GRANTED subject to condition(s),584923136,0,0,189418
189421,15/02258/F,"1 Berkeley CrescentBristolBS8 1HA",Change of use of lower ground floor from retail to residential flat (Use Class C3) and change of use of the upper four floors from guest house to provide a total of 5 no. flats (Use Class C3).,GRANTED subject to condition(s),GRANTED subject to condition(s),462188544,0,0,189421
189422,15/02259/LA,"1 Berkeley CrescentBristolBS8 1HA",Change of use of lower ground floor from retail to residential flat (Use Class C3) and change of use of the upper five floors from guest house to 5no. flats (Use Class C3).,GRANTED subject to condition(s),GRANTED subject to condition(s),462188544,0,0,189422
189425,15/02437/H,"76 Arbutus DriveBristolBS9 2PN",Conversion of existing garage and terrace to form a single storey extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1362523136,0,0,189425
189426,15/02414/LA,"49 Park StreetCity CentreBristolBS1 5NT",Internal and external alterations to facilitate refurbishment of unit,GRANTED subject to condition(s),GRANTED subject to condition(s),-2068444160,0,0,189426
189429,15/02422/F,"58 Park StreetCity CentreBristolBS1 5JN",Demolition of rear extension and replacement pitched roof.,GRANTED subject to condition(s),GRANTED subject to condition(s),1794523136,0,0,189429
189430,15/02489/H,"10 West Town RoadBristolBS11 9NQ",Side and rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-833811456,0,0,189430
189434,14/05576/F,"Land At Bridge Learning CampusWilliam Jessop WayBristol","The proposals consist of the development of a brownfield site off William Jessop Way in Hartcliffe, in order to provide 32 residential units, varying in size from 1 bed 2 person flats to a 4 bed 6 person house. (Major)",GRANTED subject to condition(s),GRANTED subject to condition(s),-329142272,0,0,189434
189435,14/05585/X,"2 Luckington RoadBristolBS7 0US","Application for variation of a condition 5 (List of approved plans) of permission number 13/02803/F, which approved the erection of 1 no. dwellinghouse. The variation proposes the addition of an attached garage.",GRANTED subject to condition(s),GRANTED subject to condition(s),1546625024,0,0,189435
189436,14/05599/F,"O2 AcademyFrogmore StreetBristolBS1 5NA",Alterations to the new building envelope to create an external covered smoking area of 38sqm adjacent to the O2 Academy entrance lobby.,GRANTED subject to condition(s),GRANTED subject to condition(s),1373825024,0,0,189436
189438,14/05604/H,"2 The PentagonBristolBS9 2ER",Two storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1131774976,0,0,189438
189439,14/05603/F,"139 Lichfield RoadBristolBS4 4BL",Proposed erection of a two storey side extension to create a new 3 bedroom dwelling.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1193142272,0,0,189439
189440,14/05802/H,"27 Devon GroveBristolBS5 9AH",Single storey rear extension,GRANTED subject to condition(s),GRANTED subject to condition(s),-267774976,0,0,189440
189441,14/05835/X,"The Royal Oak50 The MallBristolBS8 4JG",Application to vary conditions 2 (sound insulation) and  3  (drawing of shop front) to allow them to be considered post commencement and to vary condition 9 (listing the approved plans) to allow amended proposals set out in revised plans to be considered (Planning Permission 14/03433/F).,GRANTED subject to condition(s),GRANTED subject to condition(s),-1809244160,0,0,189441
189442,14/05809/H,"7 Briercliffe RoadBristolBS9 2DB",Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),77825024,0,0,189442
189443,14/05817/F,"Hall Floor Flat76 Hampton ParkBristolBS6 6LJ","Replacement of existing, timber sash windows of Hall floor flat (front and rear), with double-glazed timber sash windows, retaining the original oak frames and shutters.",GRANTED subject to condition(s),GRANTED subject to condition(s),214290432,0,0,189443
189445,14/05903/F,"2 Percival RoadBristolBS8 3LE",Application for relevant demolition in a conservation area -  two concrete garages at rear of 2 Percival Road.,GRANTED subject to condition(s),GRANTED subject to condition(s),-8574976,0,0,189445
189446,14/05904/H,"15 Fremantle SquareBristolBS6 5TN","Removal of existing balcony and stairs and replacement with new including new railings to terrace, removal of existing window and installation of new door, replacement of existing glazed doors and repairs, re-rendering to rear and side walls.",GRANTED subject to condition(s),GRANTED subject to condition(s),-8574976,0,0,189446
189447,14/05905/LA,"15 Fremantle SquareBristolBS6 5TN","Removal of existing balcony and stairs and replacement with new including new railings to terrace, removal of existing window and installation of new door, replacement of existing glazed doors and repairs, re-rendering to rear and side walls.",GRANTED subject to condition(s),GRANTED subject to condition(s),-8574976,0,0,189447
189449,14/05980/H,"28 The FurlongBristolBS6 7TF",Single storey rear extension to dwelling.,GRANTED subject to condition(s),GRANTED subject to condition(s),-613374976,0,0,189449
189450,14/05927/F,"Greenhouse37 College GreenBristolBS1 5SP","Use of part of the public highway for the placing of tables, chairs and temporary barriers in association with the Bar/Public House use (A4 Use Class) of The Greenhouse.",GRANTED subject to condition(s),GRANTED subject to condition(s),682625024,0,0,189450
189453,14/05931/H,"160 Cranbrook RoadBristolBS6 7DG",Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1131774976,0,0,189453
189454,14/05650/F,"The Scout Hut(behind) Christ ChurchPetherton RoadBristolBS14 9BP",Proposed pre-cast structure to produce a storage area.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1106742272,0,0,189454
189456,15/00662/A,"National Westminster Bank Plc11 - 13 High StreetWestburyBristolBS9 3BF","Installation of two non-illuminated fascia signs, (one above no. 11 and  one above no 13 High Street), one non-illuminated projecting sign, two internally illuminated ATM surrounds and one non-illuminated sign consisting of vinyl lettering, to be affixed to ATM cladding.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1168109568,0,0,189456
189458,15/00702/H,"28 The CrescentSea MillsBristolBS9 2JS","Proposed construction of a part two storey and part single storey, rear extension.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1772909568,0,0,189458
189459,15/00742/F,"8 High StreetWestburyBristolBS9 3DU",New shopfront to existing retail unit.,GRANTED subject to condition(s),GRANTED subject to condition(s),-44909568,0,0,189459
189460,15/00741/A,"8 High StreetWestburyBristolBS9 3DU","Installation of non-internally illuminated fascia sign and a non-internally illuminated projecting, hanging sign.",GRANTED subject to condition(s),GRANTED subject to condition(s),-44909568,0,0,189460
189461,15/00744/A,"The Portcullis693 Fishponds RoadFishpondsBristolBS16 3UH","Installation of externally illuminated signage and lighting to comprise Sign A: double-sided panels hung on the existing posts to the front of the building; Sign B: a fascia panel; Sign C: transom panel sign above the main entrance doors with a projecting lantern; and D: five LED flood lights just below the front eaves level.",GRANTED subject to condition(s),GRANTED subject to condition(s),-44909568,0,0,189461
189464,14/02308/F,"Bristol BreweryCounterslipBristolBS1 6BX",Proposed change of use of 2no. cafe units (Use Class A3) to 3no. residential apartments (Use Class C3) in Castle Wharf incorporating a minor extension and associated elevational changes at ground floor level.,GRANTED subject to condition(s),GRANTED subject to condition(s),-379207680,0,0,189464
189465,15/00759/F,"38 Sevier StreetBristolBS2 9QS",Proposed conversion of dwellinghouse to 2no. self-contained flats.,GRANTED subject to condition(s),GRANTED subject to condition(s),-44909568,0,0,189465
189466,15/00766/F,"6 Sion HillBristolBS8 4BA","Demolition of the existing modern, south-facing extension at the rear of the existing dwelling house at 6, Sion Hill, Clifton and erection of a new, highly glazed, garden room in its place.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1600109568,0,0,189466
189467,15/00767/LA,"6 Sion HillBristolBS8 4BA","Demolition of the existing modern, south-facing extension at the rear of the existing dwelling house at 6, Sion Hill, Clifton and erection of a new, highly glazed, garden room in its place.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1600109568,0,0,189467
189469,15/02142/F,"43 Kingscote ParkBristolBS5 8QX","Proposed new dwelling on land adjacent to No 43 Kingscote Park, St George.",GRANTED subject to condition(s),GRANTED subject to condition(s),-2018378752,0,0,189469
189471,15/02071/LA,"4 Princess RowBristolBS2 8NQ","Two extension to replace the existing extension, refurbishments to the fly tower and scenery store roofs with a new roof form to the scenery store area.  Creation of openings to some internal walls.",GRANTED subject to condition(s),GRANTED subject to condition(s),66523136,0,0,189471
189473,15/02070/LA,"St James The ArcadeBristolBS1 3JD",In-fill 3 no. windows of the Lower Arcade that face the Horsefair Courtyard.,GRANTED subject to condition(s),GRANTED subject to condition(s),-451876864,0,0,189473
189475,15/02085/A,"135 Falcondale RoadBristolBS9 3JL","Installation of replacement signage to include non-illuminated fascia signs and a freestanding, internally illuminated totem sign.",GRANTED subject to condition(s),GRANTED subject to condition(s),671323136,0,0,189475
189476,15/02090/F,"112 Petherton RoadBristolBS14 9BZ",Change of use from 6-bedroom C4 House in Multiple Occupation (HMO) to 7-bed HMO (Sui Generis Use).,GRANTED subject to condition(s),GRANTED subject to condition(s),-1377244160,0,0,189476
189479,15/02091/F,"1 Farr StreetBristolBS11 9JR",Conversion of an existing coach house (Use Class C3) to a 1 bedroom house.,GRANTED subject to condition(s),GRANTED subject to condition(s),66523136,0,0,189479
189480,15/02101/F,"8 Pennywell RoadBristolBS5 0TJ","Demolition of a car workshop/garage and the erection of a four storey building, with a set back upper storey, containing 7 flats.",GRANTED subject to condition(s),GRANTED subject to condition(s),1301155840,0,0,189480
189483,15/02102/H,"13 Horesham GroveBristolBS13 9RF",Erection of a detached garage to side/front of the house.,GRANTED subject to condition(s),GRANTED subject to condition(s),412123136,0,0,189483
189485,15/02144/H,"34 Coombe DaleBristolBS9 2JJ","Refurbish external envelope of PRC dwelling, with single storey extension to rear and side extension.",GRANTED subject to condition(s),GRANTED subject to condition(s),1794523136,0,0,189485
189486,15/02149/H,"76 Grove RoadFishpondsBristolBS16 2BP",Proposed entrance porch.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1315876864,0,0,189486
189500,15/02183/H,"25 Westover RoadBristolBS9 3LY",Demolition of existing porch and replacement with new porch. Creation of widened driveway and dropped kerb.,GRANTED subject to condition(s),GRANTED subject to condition(s),1967323136,0,0,189500
189502,15/02186/H,"3 Woodside GroveBristolBS10 7RF",Proposed single storey front porch extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),584923136,0,0,189502
189503,15/02188/F,"204 West StreetBedminsterBristolBS3 3NB","Proposed change of use of existing storage building to the rear of the property to comprise single residential unit, and associated external alterations.",GRANTED subject to condition(s),GRANTED subject to condition(s),1128355840,0,0,189503
189505,15/02207/F,"26 Filton RoadBristolBS7 0PA",Proposed new front entrance doorway.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1118044160,0,0,189505
189506,14/05724/VP,"12 Victoria WalkCothamBristolBS6 5SR",Silver Birch (T1) in front garden - crown reduce by 2 metres (Protected by Tree Preservation Order 1095).,GRANTED,GRANTED,-440574976,0,0,189506
189509,14/05736/VP,"48 Coronation RoadBristolBS3 1AR",Copper Beech tree (T1) - to be crown reduced by 3m and crown lifted to 4m. (Tree protected by Tree Preservation Order 147).,GRANTED,GRANTED,-440574976,0,0,189509
189510,14/05319/A,"46 Henleaze AvenueBristolBS9 4ET",Proposed non-illuminated fascia sign and illuminated 'Barber's Pole' on the front elevation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1193142272,0,0,189510
189511,14/05893/VP,"Radnor HouseRadnor RoadHenleazeBristolBS9 4DX",Scotts Pine (T1) - reduce crown by 15% (Protected by Tree Preservation Order 331).,GRANTED,GRANTED,-267774976,0,0,189511
189516,14/05869/VP,"St Marks HouseBelmont StreetBristolBS5 0NE",Lime tree (T5) - repollard (Protected by Tree Preservation Order 114).,GRANTED,GRANTED,941825024,0,0,189516
189519,15/00011/H,"18 Sydenham RoadCothamBristolBS6 5SH",Retrospective application for replacement boundary wall.,GRANTED subject to condition(s),GRANTED subject to condition(s),1744457728,0,0,189519
189521,15/00015/H,"47 Alexandra RoadBedminster DownBristolBS13 7DF",Proposed erection of a single storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1744457728,0,0,189521
189522,15/00016/F,"44 Zetland RoadBristolBS6 7AA",Conversion of garage into single self-contained dwelling and associated external alterations.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1106742272,0,0,189522
189523,15/00023/A,"817 Bath RoadBrislingtonBristolBS4 5NL",Existing non-illuminated signage above ATM to be replaced with new non-illuminated signage design in same location.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1106742272,0,0,189523
189524,15/00028/H,"25 Churchways CrescentBristolBS7 8SW",Rendering with insulated render to the side and rear elevation of the property using the Bristol City Council Community Grant for Energy improvements.,GRANTED subject to condition(s),GRANTED subject to condition(s),-69942272,0,0,189524
189529,15/00552/VP,"23 Fallodon WayBristolBS9 4HT","T1: To crown reduce Sycamore tree in rear garden by 30%, crown thin by 10%, crown lift to 6.5 metres and remove all major deadwood. - The tree is outgrowing the space its in. - It is overhanging neighbouring properties - There are rubbing and crossing branches - There are large pieces of deadwood within the crown that need removing - To promote good crown structure - To reduce leaf litter in guttering etc. - The tree is casting a large amount of shade. TPO 1124",GRANTED,GRANTED,1917257728,0,0,189529
189532,15/00588/VP,"4 Priory GardensShirehamptonBristolBS11 0BZ",T1 - Horse Chesnut - Crown thin br 30% to admit more light TPO 045,GRANTED,GRANTED,-329142272,0,0,189532
189535,15/00630/A,"1 Victoria StreetBristolBS1 6AA","Erection of two signs with Logo and letters reading ''MAPFRE'', on entrance canopy, one high level sign on east elevation (Redcliff Street) and one sign at first and second floors on north west elevation (Floating Harbour).",GRANTED subject to condition(s),GRANTED subject to condition(s),-1859309568,0,0,189535
189537,15/00680/F,"16 Jeffries Hill BottomBristolBS15 3BQ","Detached two-storey, 3 - bed single dwelling, with associated access.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1229476864,0,0,189537
189538,15/00684/LA,"Basement Flat4 Woodland RoadBristolBS8 1TA",Retention of alterations - Internal dining hatch created between living/dining room and kitchen. Existing ensuite bathroom to the second bedroom divided to create a smaller ensuite and WC with hallway access.,GRANTED subject to condition(s),GRANTED subject to condition(s),-995309568,0,0,189538
189539,15/00644/LA,"54 Queen SquareBristolBS1 4LS","Roof refurbishment, including the insertion of a roof light.",GRANTED subject to condition(s),GRANTED subject to condition(s),-44909568,0,0,189539
189541,14/01418/F,"4 - 5 Worcester RoadBristolBS8 3JL","Change of use from office accommodation (B1 Use Class) to education (D1 Use Class) for the purpose of classrooms and teaching accommodation, in association with Clifton College campus.",GRANTED subject to condition(s),GRANTED subject to condition(s),-195105792,0,0,189541
189542,15/02309/F,"Recreation GroundSalcombe Road/Teignmouth RoadBristol", Residential development of 35 dwellings with associated landscaping and infrastructure. (Major Application),GRANTED subject to condition(s),GRANTED subject to condition(s),-31178752,0,0,189542
189543,15/02492/H,"25 Archfield RoadBristolBS6 6BG","Removal of existing rear extension and erection of single storey extension and replacement porch to side elevation.",GRANTED subject to condition(s),GRANTED subject to condition(s),5155840,0,0,189543
189545,15/02499/H,"33 Bath BuildingsBristolBS6 5PT",Construction of a new lower ground floor rear single storey extension with a sedum planted green roof and full glazed door to the garden.,GRANTED subject to condition(s),GRANTED subject to condition(s),1967323136,0,0,189545
189546,15/02513/H,"38 Gadshill RoadBristolBS5 6LL",Proposed single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-599644160,0,0,189546
189547,15/02535/H,"66 Ashgrove RoadBedminsterBristolBS3 3JW",Loft conversion with rear flat roof dormer and side dormer,GRANTED subject to condition(s),GRANTED subject to condition(s),-1377244160,0,0,189547
189548,15/02541/H,"74 Stackpool RoadBristolBS3 1NN","Proposed single storey ground floor extension, extension to existing side dormer, erection of rear roof extension/dormer and railings to existing roof terrace.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1895644160,0,0,189548
189552,15/02548/H,"7 Tewther RoadBristolBS13 0NJ",Proposed single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-513244160,0,0,189552
189553,15/02563/H,"75 Abingdon RoadBristolBS16 3NZ",Proposed two storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1895644160,0,0,189553
189554,15/02565/H,"2 Arrowfield CloseBristolBS14 0UQ",Erection of porch to front elevation and new boundary wall/fence.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1895644160,0,0,189554
189559,15/02511/F,"1 - 4 Portland SquareBristolBS2 8RR",Change of use from existing vacant office accommodation (B1) to residential use (C3) comprising 39 no. apartments with associated internal and external alterations (Major Application).,GRANTED subject to condition(s),GRANTED subject to condition(s),-31178752,0,0,189559
189562,15/02512/LA,"1 - 4 Portland SquareBristolBS2 8RR",Change of use from existing vacant office accommodation (B1) to residential use (C3) comprising 40 no. apartments with associated internal and external alterations.,GRANTED subject to condition(s),GRANTED subject to condition(s),-31178752,0,0,189562
189564,15/02597/VP,"Durdhamside GardensDurdham ParkBristol","T1 Ash. T2 Lime. T3 Copper Beech. T4 Beech. T6 Rhododendron T9 Holm Oak G1 Holm Oaks. Works as scheduled in 2015 Defective Tree List and Management Recommendation.  (Protected by Tree Preservation Orders 1074, 1076 and 253).",GRANTED,GRANTED,-1895644160,0,0,189564
189565,15/02573/VC,"25 Elmdale RoadCliftonBristolBS8 1SH",T1 = x1 Lawsons Cypress to be felled,Pending Consideration,,,0,0,189565
189566,15/02598/F,"7-8 King StreetCity CentreBristolBS1 4EQ",Proposed change of use from Office (Use Class B1) to Use Class D1 to provide childrens day nursery.,GRANTED subject to condition(s),GRANTED subject to condition(s),30188544,0,0,189566
189570,15/02574/H,"7 Modecombe GroveBristolBS10 7PF",Erection of a two storey side and rear extension (part single storey). (Amendment to planning approval 14/03516/H),GRANTED subject to condition(s),GRANTED subject to condition(s),-1352211456,0,0,189570
189572,15/02585/H,"87 Stoke LaneWestburyBristolBS9 3SN","Erection of a single storey, rear extension.",GRANTED subject to condition(s),GRANTED subject to condition(s),1214755840,0,0,189572
189576,15/02736/A,"Units 3-5 Willment WayBristolBS11 8DJ","2 no. part illuminated building signs, 1 no. non-illuminated welcome sign and 1 no. part illuminated totem sign",GRANTED subject to condition(s),GRANTED subject to condition(s),-1377244160,0,0,189576
189577,15/02741/F,"Preview Bar48 Fairfax StreetBristolBS1 3BL",Change of use from A4 (Bar/Nightclub) to B1 (Offices) together with replacement of existing windows (timber and metal framed to aluminium) and erection of plant.,GRANTED subject to condition(s),GRANTED subject to condition(s),-513244160,0,0,189577
189578,14/05265/VP,"3 Church RoadStoke BishopBristolBS9 1JS","Horse Chestnut (T1) located to side of house and Group of Limes trees by front boundary (G1) - crown reduce by 20%, crown thin by 10% and crown lift and clean stems. (Tree protected by Tree Preservation Order 092).",GRANTED,GRANTED,830392320,0,0,189578
189583,14/05342/VP,"1 Crescent RoadBristolBS16 2TW",Crown reduction by 50% of the five Lawson Cypress trees to the front of the property (Trees T28 to T32 on Tree Preservation Order number 379).,GRANTED,GRANTED,1003192320,0,0,189583
189585,14/05559/H,"105 Passage RoadHenburyBristolBS9 3LF","Proposed single storey rear and side elevations.",GRANTED subject to condition(s),GRANTED subject to condition(s),1373825024,0,0,189585
189587,14/05563/H,"135 Bishop RoadBristolBS7 8LX",Demolition of single-storey rear outhouse and erection rear single storey extension at ground floor level.,GRANTED subject to condition(s),GRANTED subject to condition(s),941825024,0,0,189587
189589,14/05562/H,"8 Southover CloseBristolBS9 3NG",Proposed two storey side extension and entrance porch.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1538742272,0,0,189589
189591,14/05560/H,"17 High GroveBristolBS9 2NN",Erect a single storey rear extension to provide a garden room connected to the existing kitchen.,GRANTED subject to condition(s),GRANTED subject to condition(s),1348792320,0,0,189591
189592,14/05561/H,"29 Upper Belmont RoadBristolBS7 9DG","Demolition of an existing single storey lean-to and conservatory, and construction of a new single storey, lean-to located to the rear.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1650174976,0,0,189592
